,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Poverty
2151,Ouray,CO,0.407,0.514,3287.0,0.391,0.591,3960.0,40.0,2.0,4653.0,2198.0,2455.0,5.7,92.5,0.0,0.3,0.5,0.1,10.4
2152,Outagamie,WI,0.542,0.401,95162.0,0.54,0.441,108022.0,9864.0,81.0,183288.0,91418.0,91870.0,4.2,88.1,1.2,1.6,3.4,0.0,8.6
2153,Overton,TN,0.739,0.237,8195.0,0.789,0.202,10025.0,1282.0,25.0,21995.0,10914.0,11081.0,1.3,96.4,0.7,0.1,0.3,0.2,19.6
2154,Owen,IN,0.722,0.228,8520.0,0.735,0.244,9915.0,239.0,1.0,20957.0,10629.0,10328.0,1.2,96.4,0.4,0.3,0.5,0.0,15.6
2155,Owen,KY,0.749,0.212,4999.0,0.787,0.201,5456.0,129.0,3.0,10686.0,5239.0,5447.0,2.6,94.9,1.8,0.3,0.0,0.1,16.7
2156,Owsley,KY,0.838,0.146,1759.0,0.881,0.114,1895.0,102.0,1.0,4497.0,1955.0,2542.0,0.5,94.2,4.1,0.3,0.0,0.0,33.0
2157,Owyhee,ID,0.779,0.151,3920.0,0.805,0.172,4742.0,406.0,5.0,11384.0,5817.0,5567.0,26.6,68.2,0.1,3.1,0.2,0.0,23.3
2158,Oxford,ME,0.521,0.391,31094.0,0.626,0.347,2325.0,179.0,2.0,57230.0,28290.0,28940.0,1.2,95.6,0.3,0.3,0.6,0.0,15.2
2159,Ozark,MO,0.808,0.161,4501.0,0.834,0.154,4870.0,226.0,1.0,9328.0,4665.0,4663.0,1.7,95.7,0.0,0.1,0.3,0.0,27.6
2160,Ozaukee,WI,0.571,0.378,53368.0,0.552,0.431,61486.0,2529.0,25.0,87817.0,43131.0,44686.0,2.8,92.1,1.4,0.3,2.0,0.0,5.9
2161,Pacific,WA,0.501,0.44,8872.0,0.496,0.485,13973.0,119.0,3.0,20940.0,10462.0,10478.0,9.2,82.4,0.3,1.4,1.7,0.3,18.6
2162,Page,IA,0.7,0.258,6968.0,0.708,0.277,7509.0,442.0,0.0,15393.0,7996.0,7397.0,3.2,91.6,2.0,0.9,1.1,0.0,13.6
2163,Page,VA,0.734,0.236,10663.0,0.748,0.241,12486.0,488.0,31.0,23694.0,11638.0,12056.0,1.9,94.5,1.5,0.1,0.6,0.0,17.0
2164,Palm Beach,FL,0.412,0.565,657235.0,0.433,0.561,772839.0,52779.0,1588.0,1426772.0,691154.0,735618.0,21.3,56.0,18.1,0.1,2.6,0.0,13.4
2165,Palo Alto,IA,0.659,0.298,4674.0,0.681,0.307,4950.0,353.0,2.0,9110.0,4540.0,4570.0,2.4,94.3,1.9,0.2,0.5,0.0,7.1
2166,Palo Pinto,TX,0.808,0.167,10175.0,0.815,0.174,12478.0,745.0,21.0,28109.0,13904.0,14205.0,19.7,75.4,2.4,0.6,0.6,0.1,18.3
2167,Pamlico,NC,0.624,0.358,6772.0,0.636,0.356,7572.0,330.0,3.0,12803.0,6561.0,6242.0,3.6,74.3,18.2,0.5,0.2,0.7,15.1
2168,Panola,MS,0.496,0.491,14854.0,0.517,0.472,15421.0,1742.0,41.0,34229.0,16553.0,17676.0,1.7,47.3,50.1,0.1,0.0,0.0,20.5
2169,Panola,TX,0.811,0.176,10413.0,0.814,0.18,11452.0,486.0,30.0,23574.0,11635.0,11939.0,8.6,73.4,16.3,0.1,0.6,0.0,15.3
2170,Park,CO,0.591,0.327,10245.0,0.57,0.398,12032.0,109.0,1.0,16900.0,8935.0,7965.0,5.9,89.7,0.1,1.1,1.0,0.7,6.6
2171,Park,MT,0.536,0.388,9086.0,0.519,0.454,11612.0,285.0,0.0,16001.0,7994.0,8007.0,2.7,93.9,0.3,0.6,0.1,0.1,13.4
2172,Park,WY,0.76,0.173,14634.0,0.766,0.204,16717.0,709.0,3.0,29276.0,14360.0,14916.0,5.7,90.7,0.5,0.5,0.5,0.0,7.0
2173,Parke,IN,0.74,0.219,6576.0,0.769,0.214,7020.0,283.0,4.0,17062.0,8178.0,8884.0,1.5,94.8,1.0,0.2,0.0,0.5,13.9
2174,Parker,TX,0.823,0.148,56413.0,0.816,0.17,75434.0,2528.0,52.0,125963.0,62545.0,63418.0,11.5,84.4,1.3,0.5,0.5,0.0,9.2
2175,Parmer,TX,0.678,0.301,2818.0,0.806,0.184,2648.0,579.0,19.0,9871.0,5065.0,4806.0,62.4,35.1,1.6,0.1,0.2,0.0,17.3
2176,Pasco,FL,0.589,0.374,240814.0,0.595,0.394,301734.0,11063.0,244.0,498136.0,242448.0,255688.0,14.0,76.4,5.0,0.3,2.4,0.1,13.6
2177,Pasquotank,NC,0.476,0.498,16964.0,0.493,0.495,19512.0,904.0,35.0,39546.0,19203.0,20343.0,4.9,54.9,36.2,0.1,1.7,0.3,18.1
2178,Passaic,NJ,0.378,0.595,189099.0,0.412,0.574,195726.0,21282.0,1262.0,510563.0,248308.0,262255.0,40.5,42.0,10.6,0.2,5.2,0.0,17.0
2179,Patrick,VA,0.76,0.208,8489.0,0.785,0.205,9534.0,337.0,27.0,17958.0,8867.0,9091.0,2.8,89.9,5.5,0.3,0.3,0.0,20.2
2180,Paulding,GA,0.691,0.279,64601.0,0.639,0.348,85385.0,3251.0,61.0,152399.0,74560.0,77839.0,5.8,73.0,17.9,0.2,0.9,0.0,9.7
2181,Paulding,OH,0.719,0.234,8842.0,0.746,0.234,9280.0,295.0,2.0,18951.0,9493.0,9458.0,4.6,92.5,0.8,0.2,0.3,0.1,10.7
2182,Pawnee,KS,0.719,0.218,2602.0,0.748,0.234,2712.0,431.0,1.0,6776.0,3842.0,2934.0,7.7,84.5,4.9,0.3,0.1,0.0,7.8
2183,Pawnee,NE,0.738,0.212,1314.0,0.749,0.225,1429.0,33.0,0.0,2704.0,1317.0,1387.0,1.8,95.4,0.0,0.2,0.0,0.0,20.5
2184,Pawnee,OK,0.743,0.211,6346.0,0.776,0.201,6786.0,349.0,5.0,16448.0,8214.0,8234.0,2.8,77.2,1.0,12.2,0.4,0.1,15.0
2185,Payette,ID,0.755,0.156,5703.0,0.785,0.191,11293.0,1174.0,10.0,22839.0,11451.0,11388.0,17.0,78.8,0.4,0.6,0.6,0.0,15.5
2186,Payne,OK,0.6,0.317,27749.0,0.601,0.368,29643.0,2917.0,14.0,80634.0,41317.0,39317.0,4.6,77.3,3.9,4.9,4.4,0.1,26.3
2187,Peach,GA,0.505,0.475,10699.0,0.518,0.472,12545.0,805.0,26.0,27027.0,12992.0,14035.0,7.5,46.0,44.4,0.1,1.1,0.1,18.7
2188,Pearl River,MS,0.822,0.155,18893.0,0.815,0.172,23656.0,1202.0,60.0,55049.0,27106.0,27943.0,3.0,81.9,12.9,0.1,0.3,0.0,17.9
2189,Pecos,TX,0.591,0.372,4167.0,0.689,0.296,4662.0,519.0,8.0,15804.0,9058.0,6746.0,68.5,25.9,4.1,0.6,0.4,0.1,11.5
2190,Pembina,ND,0.713,0.22,3093.0,0.739,0.236,3331.0,257.0,0.0,7050.0,3667.0,3383.0,3.3,91.6,0.2,2.3,0.5,0.0,5.6
2191,Pemiscot,MO,0.658,0.323,6025.0,0.719,0.272,5727.0,761.0,14.0,17344.0,8210.0,9134.0,2.4,68.9,26.7,0.1,0.0,0.0,28.5
2192,Pend Oreille,WA,0.644,0.285,6563.0,0.671,0.306,8422.0,148.0,1.0,13066.0,6636.0,6430.0,3.6,88.9,0.2,3.7,0.7,0.2,16.6
2193,Pender,NC,0.64,0.336,27072.0,0.643,0.343,33971.0,1455.0,15.0,57630.0,28562.0,29068.0,6.8,74.5,15.6,0.3,0.5,0.1,15.8
2194,Pendleton,KY,0.766,0.194,6007.0,0.796,0.191,6925.0,142.0,0.0,14530.0,7307.0,7223.0,0.6,96.6,0.9,0.1,0.4,0.0,15.1
2195,Pendleton,WV,0.743,0.226,3212.0,0.76,0.224,3659.0,79.0,1.0,7138.0,3583.0,3555.0,1.1,94.7,3.3,0.0,0.1,0.0,18.7
2196,Pennington,MN,0.6,0.322,6671.0,0.624,0.354,7263.0,235.0,2.0,14197.0,7115.0,7082.0,3.5,91.1,1.5,1.7,0.9,0.0,10.3
2197,Pennington,SD,0.624,0.295,47741.0,0.61,0.358,57518.0,4914.0,49.0,108126.0,54305.0,53821.0,4.8,80.5,1.1,8.0,1.1,0.1,14.0
2198,Penobscot,ME,0.519,0.409,80228.0,0.36,0.602,851.0,311.0,6.0,152284.0,75404.0,76880.0,1.3,94.0,0.8,1.0,1.0,0.0,15.9
2199,Peoria,IL,0.456,0.483,77465.0,0.457,0.518,82264.0,5083.0,79.0,186145.0,90211.0,95934.0,4.6,70.4,17.4,0.2,3.9,0.0,15.9
2200,Pepin,WI,0.595,0.359,3746.0,0.624,0.359,4144.0,172.0,0.0,7282.0,3701.0,3581.0,1.7,96.6,0.4,0.2,0.3,0.0,13.1
2201,Perkins,NE,0.848,0.113,1418.0,0.856,0.129,1544.0,51.0,10.0,2904.0,1474.0,1430.0,3.8,95.5,0.1,0.0,0.0,0.0,4.8
2202,Perkins,SD,0.83,0.117,1606.0,0.839,0.143,1669.0,82.0,0.0,2964.0,1485.0,1479.0,1.6,94.7,0.1,2.6,0.0,0.0,12.0
2203,Perquimans,NC,0.628,0.347,6595.0,0.656,0.333,7457.0,259.0,4.0,13506.0,6485.0,7021.0,2.5,72.0,23.4,0.2,0.3,0.1,18.8
2204,Perry,AL,0.267,0.727,5255.0,0.256,0.738,5215.0,606.0,6.0,9680.0,4630.0,5050.0,0.7,29.4,69.6,0.1,0.2,0.0,41.9
2205,Perry,AR,0.699,0.243,4262.0,0.752,0.218,4607.0,152.0,2.0,10320.0,5116.0,5204.0,2.8,92.2,2.1,0.5,0.1,0.0,17.8
2206,Perry,IL,0.702,0.251,9706.0,0.726,0.259,10060.0,507.0,16.0,21467.0,11832.0,9635.0,3.0,86.3,8.7,0.3,0.6,0.0,14.7
2207,Perry,IN,0.568,0.382,8025.0,0.612,0.367,8734.0,505.0,14.0,19229.0,10336.0,8893.0,1.3,94.3,2.7,0.2,0.3,0.0,14.5
2208,Perry,KY,0.772,0.202,10572.0,0.765,0.222,10606.0,578.0,9.0,27329.0,13516.0,13813.0,1.0,95.6,1.6,0.1,0.9,0.1,26.2
2209,Perry,MO,0.791,0.174,8732.0,0.81,0.176,9429.0,876.0,8.0,19135.0,9429.0,9706.0,2.1,95.6,0.3,0.5,0.7,0.0,8.2
2210,Perry,MS,0.761,0.225,5432.0,0.76,0.23,5825.0,542.0,23.0,12047.0,5858.0,6189.0,1.4,77.4,19.8,0.0,0.1,0.0,19.9
2211,Perry,OH,0.681,0.278,14647.0,0.739,0.248,16179.0,432.0,11.0,35983.0,18012.0,17971.0,0.8,96.9,0.3,0.2,0.2,0.0,19.2
2212,Perry,PA,0.738,0.219,21153.0,0.742,0.241,24652.0,382.0,6.0,45878.0,23135.0,22743.0,1.8,95.8,0.9,0.2,0.4,0.0,8.4
2213,Perry,TN,0.759,0.209,2855.0,0.81,0.179,3428.0,355.0,9.0,7882.0,3960.0,3922.0,2.3,92.6,3.3,0.3,0.3,0.0,29.4
2214,Pershing,NV,0.708,0.217,1982.0,0.747,0.235,2232.0,24.0,0.0,6661.0,4337.0,2324.0,23.8,66.1,4.7,2.8,1.3,0.5,15.0
2215,Person,NC,0.576,0.403,19303.0,0.603,0.387,21827.0,713.0,10.0,39240.0,18973.0,20267.0,4.1,66.5,26.9,0.8,0.2,0.0,18.1
2216,Petersburg city,VA,0.106,0.875,13717.0,0.112,0.88,14081.0,,,32037.0,14703.0,17334.0,4.7,15.0,75.6,0.3,1.1,0.0,27.6
2217,Petroleum,MT,0.862,0.094,320.0,0.849,0.111,351.0,4.0,0.0,453.0,235.0,218.0,0.0,98.5,0.0,0.0,1.5,0.0,10.1
2218,Pettis,MO,0.709,0.24,18045.0,0.726,0.25,19069.0,1795.0,24.0,42309.0,20777.0,21532.0,8.6,85.3,2.8,0.1,0.6,0.1,17.2
2219,Phelps,MO,0.686,0.257,18499.0,0.689,0.288,19495.0,932.0,27.0,44873.0,23605.0,21268.0,2.4,89.1,2.5,0.8,3.7,0.0,20.4
2220,Phelps,NE,0.831,0.124,4609.0,0.83,0.15,5009.0,329.0,2.0,9163.0,4603.0,4560.0,5.4,92.7,0.1,0.2,0.2,0.0,7.1
2221,Philadelphia,PA,0.155,0.824,680227.0,0.181,0.812,709271.0,44505.0,1875.0,1569657.0,742412.0,827245.0,14.1,34.9,41.3,0.2,7.0,0.0,25.8
2222,Phillips,AR,0.352,0.619,6932.0,0.389,0.579,6155.0,781.0,16.0,19518.0,9210.0,10308.0,1.7,34.6,62.8,0.0,0.1,0.0,33.0
2223,Phillips,CO,0.768,0.187,2332.0,0.79,0.194,2461.0,61.0,0.0,4327.0,2249.0,2078.0,20.1,77.4,0.2,0.3,0.4,0.0,8.1
2224,Phillips,KS,0.843,0.113,2611.0,0.871,0.114,3278.0,209.0,9.0,5446.0,2658.0,2788.0,3.2,94.1,0.4,0.3,0.3,0.1,8.1
2225,Phillips,MT,0.798,0.147,2149.0,0.812,0.174,2384.0,193.0,1.0,4139.0,2096.0,2043.0,2.3,84.8,0.0,11.0,0.4,0.0,18.0
2226,Piatt,IL,0.632,0.296,8899.0,0.635,0.337,9791.0,290.0,2.0,16433.0,8122.0,8311.0,1.3,92.7,1.1,0.1,0.4,0.0,5.4
2227,Pickaway,OH,0.692,0.266,23814.0,0.726,0.259,27630.0,3243.0,46.0,57075.0,30052.0,27023.0,1.3,92.9,3.2,0.2,0.4,0.0,12.0
2228,Pickens,AL,0.574,0.418,9494.0,0.579,0.416,9659.0,929.0,18.0,20170.0,9601.0,10569.0,4.1,54.1,40.5,0.1,0.1,0.0,22.9
2229,Pickens,GA,0.833,0.141,13982.0,0.822,0.164,17116.0,820.0,10.0,30343.0,15046.0,15297.0,3.0,93.6,0.5,0.0,0.5,0.0,9.8
2230,Pickens,SC,0.739,0.211,48871.0,0.746,0.237,57546.0,4670.0,67.0,121449.0,60358.0,61091.0,3.5,86.1,6.5,0.2,1.8,0.1,18.3
2231,Pickett,TN,0.774,0.205,2609.0,0.812,0.179,2922.0,289.0,9.0,5071.0,2566.0,2505.0,0.9,96.8,0.8,0.0,0.0,0.0,18.8
2232,Pierce,GA,0.864,0.124,7297.0,0.873,0.122,9048.0,688.0,24.0,19141.0,9640.0,9501.0,5.1,84.1,8.9,0.4,0.1,0.0,21.0
2233,Pierce,ND,0.709,0.213,2020.0,0.745,0.234,2128.0,150.0,1.0,4272.0,2155.0,2117.0,1.0,94.1,0.8,3.6,0.0,0.0,17.6
2234,Pierce,NE,0.853,0.107,3580.0,0.864,0.12,4006.0,234.0,11.0,7175.0,3598.0,3577.0,1.6,96.7,0.3,0.1,0.4,0.1,6.8
2235,Pierce,WA,0.422,0.499,298470.0,0.429,0.542,458080.0,10514.0,227.0,845193.0,420170.0,425023.0,10.4,68.0,6.5,1.0,6.0,1.4,12.2
2236,Pierce,WI,0.534,0.397,21089.0,0.55,0.419,23458.0,819.0,7.0,41226.0,20501.0,20725.0,1.9,94.6,0.6,0.2,1.2,0.0,10.7
2237,Pike,AL,0.59,0.387,13025.0,0.581,0.407,13796.0,1385.0,14.0,33287.0,15897.0,17390.0,0.8,56.4,37.9,0.6,2.2,0.0,26.3
2238,Pike,AR,0.791,0.172,3980.0,0.829,0.152,4246.0,276.0,1.0,10893.0,5415.0,5478.0,6.5,87.6,2.8,0.4,0.7,0.0,17.3
2239,Pike,GA,0.838,0.143,8675.0,0.851,0.14,10720.0,395.0,11.0,17919.0,8817.0,9102.0,1.5,86.7,10.3,0.0,0.2,0.0,12.3
2240,Pike,IL,0.771,0.189,7458.0,0.796,0.186,7836.0,441.0,8.0,15930.0,7907.0,8023.0,1.3,95.5,1.6,0.2,0.3,0.0,14.9
2241,Pike,IN,0.736,0.217,5977.0,0.754,0.227,6220.0,383.0,18.0,12471.0,6256.0,6215.0,0.5,96.8,1.0,0.0,1.0,0.0,10.6
2242,Pike,KY,0.801,0.174,24650.0,0.799,0.192,25368.0,1033.0,5.0,61586.0,30063.0,31523.0,0.9,97.0,0.8,0.1,0.5,0.0,26.4
2243,Pike,MO,0.715,0.245,7375.0,0.762,0.223,7686.0,386.0,8.0,18517.0,10202.0,8315.0,2.2,88.3,5.9,0.5,0.6,0.1,15.1
2244,Pike,MS,0.496,0.488,15633.0,0.485,0.501,14640.0,1423.0,56.0,39763.0,18890.0,20873.0,1.6,44.0,53.1,0.5,0.5,0.0,32.3
2245,Pike,OH,0.666,0.299,11513.0,0.735,0.253,12063.0,384.0,0.0,28291.0,14102.0,14189.0,1.0,95.4,1.2,0.4,0.1,0.0,20.0
2246,Pike,PA,0.615,0.355,26066.0,0.59,0.4,32616.0,634.0,23.0,55687.0,27956.0,27731.0,10.3,81.1,5.7,0.1,1.2,0.0,9.9
2247,Pima,AZ,0.408,0.542,360762.0,0.397,0.588,511127.0,28824.0,641.0,1007257.0,495714.0,511543.0,36.6,52.6,3.2,2.4,2.6,0.1,18.3
2248,Pinal,AZ,0.574,0.381,93805.0,0.577,0.405,185398.0,12174.0,228.0,405537.0,211665.0,193872.0,29.6,57.4,4.3,4.3,1.6,0.3,15.5
2249,Pine,MN,0.597,0.334,13729.0,0.641,0.339,15998.0,611.0,0.0,29057.0,15497.0,13560.0,2.8,89.6,1.9,2.4,0.5,0.1,13.6
2250,Pinellas,FL,0.486,0.475,491520.0,0.492,0.494,561125.0,26214.0,823.0,949842.0,456017.0,493825.0,9.2,74.7,10.0,0.2,3.3,0.1,13.7
2251,Pipestone,MN,0.698,0.236,4779.0,0.72,0.265,4932.0,390.0,17.0,9229.0,4481.0,4748.0,5.9,89.5,1.2,0.8,0.9,0.0,11.8
2252,Piscataquis,ME,0.591,0.339,9144.0,,,,11.0,0.0,16960.0,8452.0,8508.0,1.4,95.4,0.4,0.7,0.6,0.0,18.7
2253,Pitkin,CO,0.243,0.697,10387.0,0.232,0.753,11829.0,298.0,2.0,17747.0,9363.0,8384.0,9.8,85.7,1.2,0.2,1.4,0.0,7.1
2254,Pitt,NC,0.45,0.523,78264.0,0.447,0.541,86217.0,6331.0,41.0,176484.0,83309.0,93175.0,6.0,55.1,34.3,0.2,1.7,0.0,24.3
2255,Pittsburg,OK,0.739,0.215,17250.0,0.773,0.21,17924.0,1303.0,21.0,44673.0,22664.0,22009.0,4.8,70.0,3.2,7.2,0.4,0.0,17.1
2256,Pittsylvania,VA,0.686,0.29,31687.0,0.695,0.296,34151.0,1373.0,17.0,61970.0,30372.0,31598.0,2.5,74.2,21.1,0.1,0.4,0.0,14.7
2257,Piute,UT,0.87,0.05,617.0,0.887,0.099,871.0,0.0,0.0,1860.0,966.0,894.0,3.6,95.8,0.2,0.1,0.0,0.0,12.9
2258,Placer,CA,0.525,0.418,105157.0,0.515,0.462,215442.0,4374.0,59.0,374985.0,183021.0,191964.0,13.6,73.8,1.4,0.3,6.8,0.1,8.2
2259,Plaquemines,LA,0.653,0.317,10572.0,0.673,0.31,11014.0,904.0,19.0,23394.0,11393.0,12001.0,6.7,65.2,20.6,0.8,3.3,0.0,19.3
2260,Platte,MO,0.535,0.406,46641.0,0.5,0.48,58523.0,1055.0,13.0,96899.0,47719.0,49180.0,5.8,82.0,6.6,0.3,2.8,0.0,7.2
2261,Platte,NE,0.773,0.186,14047.0,0.775,0.21,15256.0,1777.0,7.0,32875.0,16662.0,16213.0,17.6,80.0,0.4,0.3,0.6,0.0,8.6
2262,Platte,WY,0.771,0.161,4460.0,0.792,0.181,4923.0,156.0,2.0,8703.0,4535.0,4168.0,7.8,89.2,0.0,0.0,0.5,0.0,10.5
2263,Pleasants,WV,0.748,0.198,3130.0,0.785,0.2,3491.0,34.0,3.0,7527.0,4058.0,3469.0,0.7,98.1,0.1,0.0,0.0,0.0,16.6
2264,Plumas,CA,0.575,0.365,8830.0,0.571,0.408,10950.0,85.0,0.0,18724.0,9432.0,9292.0,8.5,83.5,0.9,1.8,0.8,0.3,13.3
2265,Plymouth,IA,0.74,0.22,13057.0,0.741,0.247,14165.0,1842.0,31.0,25027.0,12259.0,12768.0,4.5,92.8,0.4,0.3,0.6,0.1,9.1
2266,Plymouth,MA,0.434,0.507,264168.0,0.408,0.568,36597.0,11631.0,839.0,509114.0,247788.0,261326.0,3.7,81.9,8.8,0.1,1.2,0.0,8.0
2267,Pocahontas,IA,0.703,0.251,3831.0,0.739,0.244,3821.0,266.0,2.0,6972.0,3440.0,3532.0,3.5,93.6,1.7,0.0,0.6,0.0,13.2
2268,Pocahontas,WV,0.684,0.255,3619.0,0.722,0.261,4008.0,73.0,0.0,8574.0,4467.0,4107.0,1.6,95.6,0.9,0.0,0.0,0.0,17.6
2269,Poinsett,AR,0.591,0.352,5332.0,0.789,0.187,7418.0,1203.0,23.0,24098.0,11808.0,12290.0,2.8,87.4,5.6,0.2,0.1,0.0,21.4
2270,Pointe Coupee,LA,0.577,0.405,11761.0,0.606,0.379,12371.0,1144.0,42.0,22271.0,10692.0,11579.0,2.5,60.4,35.4,0.3,0.2,0.0,17.5
2271,Polk,AR,0.804,0.147,8215.0,0.829,0.147,8468.0,374.0,5.0,20212.0,9869.0,10343.0,6.4,88.0,0.5,1.1,0.5,0.0,26.6
2272,Polk,FL,0.554,0.413,283828.0,0.566,0.422,343979.0,23306.0,623.0,652256.0,319775.0,332481.0,20.6,61.0,14.7,0.2,1.7,0.0,17.3
2273,Polk,GA,0.777,0.202,14158.0,0.781,0.21,17399.0,1751.0,29.0,41444.0,20231.0,21213.0,13.0,72.0,12.7,0.0,0.7,0.0,19.0
2274,Polk,IA,0.409,0.524,228420.0,0.414,0.567,257991.0,20776.0,290.0,467235.0,229864.0,237371.0,8.1,78.5,6.3,0.2,4.3,0.1,11.7
2275,Polk,MN,0.611,0.321,14698.0,0.633,0.349,15581.0,972.0,5.0,31564.0,15988.0,15576.0,6.2,87.9,1.8,1.1,0.8,0.0,12.4
2276,Polk,MO,0.761,0.192,13709.0,0.787,0.191,15059.0,1086.0,10.0,31347.0,15257.0,16090.0,2.3,93.9,0.6,1.0,0.1,0.1,14.4
2277,Polk,NC,0.628,0.346,10723.0,0.624,0.366,12253.0,407.0,11.0,20434.0,9782.0,10652.0,5.8,88.0,5.1,0.2,0.4,0.0,10.9
2278,Polk,NE,0.796,0.162,2538.0,0.797,0.184,2870.0,205.0,6.0,5244.0,2578.0,2666.0,4.8,92.9,0.1,0.3,0.1,0.0,7.6
2279,Polk,OR,0.495,0.425,37030.0,0.492,0.474,48148.0,695.0,15.0,79666.0,38699.0,40967.0,13.4,78.9,1.0,1.2,1.9,0.4,15.4
2280,Polk,TN,0.782,0.192,6520.0,0.812,0.178,8360.0,542.0,13.0,16722.0,8321.0,8401.0,1.9,95.4,0.3,0.3,0.2,0.0,17.0
2281,Polk,TX,0.772,0.207,34444.0,0.768,0.222,24072.0,918.0,36.0,46974.0,25288.0,21686.0,14.8,70.9,10.4,1.5,0.6,0.1,18.7
2282,Polk,WI,0.611,0.334,22691.0,0.63,0.355,26371.0,664.0,3.0,43328.0,21809.0,21519.0,1.9,95.3,0.3,1.0,0.4,0.0,9.9
2283,Pondera,MT,0.661,0.273,2702.0,0.678,0.302,2994.0,192.0,1.0,6081.0,3004.0,3077.0,1.9,81.5,0.4,14.3,0.3,0.0,19.0
2284,Pontotoc,MS,0.799,0.18,11811.0,0.804,0.181,14215.0,1552.0,20.0,31075.0,15346.0,15729.0,6.2,77.2,14.8,0.0,0.8,0.0,17.0
2285,Pontotoc,OK,0.703,0.245,14814.0,0.705,0.269,15320.0,877.0,5.0,38289.0,18680.0,19609.0,5.1,66.3,2.1,8.7,0.8,0.1,17.3
2286,Pope,AR,0.721,0.221,21770.0,0.74,0.236,24367.0,2835.0,37.0,63372.0,31373.0,31999.0,8.5,84.7,2.9,0.4,1.0,0.0,19.8
2287,Pope,IL,0.787,0.175,2132.0,0.792,0.199,2172.0,45.0,1.0,4360.0,2322.0,2038.0,1.9,90.5,4.9,0.2,1.0,0.0,12.7
2288,Pope,MN,0.603,0.335,6294.0,0.629,0.353,7019.0,178.0,0.0,10932.0,5540.0,5392.0,1.3,96.5,0.5,0.3,0.4,0.0,7.9
2289,Poquoson city,VA,0.715,0.225,7114.0,0.717,0.263,7819.0,,,12022.0,5864.0,6158.0,2.4,92.3,1.0,0.1,1.3,0.0,4.9
2290,Portage,OH,0.527,0.425,73968.0,0.554,0.43,81280.0,1945.0,68.0,162080.0,79258.0,82822.0,1.7,90.0,4.1,0.1,1.9,0.0,14.5
2291,Portage,WI,0.454,0.486,38123.0,0.475,0.503,40603.0,3006.0,21.0,70371.0,35333.0,35038.0,3.0,91.7,0.7,0.4,2.6,0.0,13.1
2292,Porter,IN,0.506,0.438,76492.0,0.522,0.459,86089.0,4013.0,54.0,167391.0,82696.0,84695.0,9.6,84.0,3.3,0.2,1.4,0.1,11.0
2293,Portsmouth city,VA,0.297,0.662,43000.0,0.287,0.697,44426.0,,,95536.0,46070.0,49466.0,4.1,38.3,52.1,0.4,1.2,0.1,17.7
2294,Posey,IN,0.674,0.282,12448.0,0.694,0.287,13264.0,855.0,11.0,25599.0,12776.0,12823.0,1.1,96.2,1.5,0.0,0.4,0.0,9.5
2295,Pottawatomie,KS,0.719,0.212,10359.0,0.722,0.254,12815.0,382.0,0.0,23188.0,11646.0,11542.0,5.3,89.9,0.6,1.3,0.8,0.0,9.7
2296,Pottawatomie,OK,0.701,0.236,25417.0,0.718,0.258,28185.0,2326.0,15.0,71614.0,34122.0,37492.0,4.9,73.0,3.1,14.0,0.7,0.1,17.0
2297,Pottawattamie,IA,0.579,0.363,42226.0,0.574,0.406,45733.0,3577.0,45.0,93287.0,45896.0,47391.0,7.5,88.3,1.4,0.3,0.6,0.0,11.2
2298,Potter,PA,0.803,0.167,7777.0,0.8,0.189,8901.0,60.0,1.0,17070.0,8604.0,8466.0,1.2,96.7,0.4,0.2,0.3,0.0,14.4
2299,Potter,SD,0.801,0.161,1335.0,0.825,0.164,1380.0,139.0,0.0,2318.0,1130.0,1188.0,2.3,93.1,0.0,2.3,1.2,0.0,6.5
2300,Potter,TX,0.688,0.269,28330.0,0.685,0.297,33177.0,8237.0,100.0,121230.0,62467.0,58763.0,37.6,45.2,9.3,0.3,5.2,0.1,21.7
2301,Powder River,MT,0.84,0.121,1047.0,0.854,0.136,1136.0,65.0,5.0,1610.0,776.0,834.0,2.5,93.2,0.0,1.5,0.0,0.0,8.2
2302,Powell,KY,0.709,0.257,4957.0,0.734,0.248,5505.0,163.0,0.0,12349.0,6075.0,6274.0,1.6,96.3,0.3,0.0,1.0,0.1,24.1
2303,Powell,MT,0.726,0.198,2778.0,0.736,0.236,3187.0,183.0,0.0,6852.0,4243.0,2609.0,2.1,90.0,0.6,4.2,1.1,0.0,14.6
2304,Power,ID,0.604,0.253,2758.0,0.686,0.28,3086.0,376.0,2.0,7667.0,3951.0,3716.0,32.9,62.5,0.3,3.4,0.0,0.0,11.6
2305,Poweshiek,IA,0.509,0.441,9693.0,0.559,0.425,10124.0,536.0,11.0,18428.0,8821.0,9607.0,3.1,92.0,1.9,0.0,2.0,0.0,10.7
2306,Powhatan,VA,0.707,0.242,16794.0,0.714,0.27,19696.0,324.0,5.0,28364.0,15185.0,13179.0,2.0,84.6,11.1,0.3,0.3,0.1,5.5
2307,Prairie,AR,0.728,0.236,3440.0,0.798,0.186,3465.0,248.0,4.0,8309.0,4132.0,4177.0,0.6,85.0,13.4,0.4,0.0,0.0,16.8
