,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Poverty
982,Frontier,NE,0.844,0.123,1310.0,0.853,0.131,1440.0,45.0,0.0,2624.0,1324.0,1300.0,1.4,96.4,0.0,0.6,0.1,0.0,10.9
983,Fulton,AR,0.727,0.224,4771.0,0.774,0.202,5098.0,348.0,10.0,12092.0,5947.0,6145.0,1.3,95.6,0.3,0.9,0.0,0.1,23.0
984,Fulton,GA,0.271,0.692,407173.0,0.262,0.726,524532.0,31753.0,628.0,1010420.0,489797.0,520623.0,7.4,39.9,43.6,0.2,6.7,0.0,16.0
985,Fulton,IL,0.543,0.392,15609.0,0.593,0.386,16517.0,657.0,2.0,35733.0,18673.0,17060.0,2.9,92.0,3.8,0.1,0.2,0.0,15.5
986,Fulton,IN,0.718,0.234,8374.0,0.732,0.25,9110.0,440.0,11.0,20296.0,9992.0,10304.0,5.0,92.3,1.0,0.5,0.3,0.1,13.3
987,Fulton,KY,0.65,0.325,2382.0,0.663,0.327,2421.0,239.0,3.0,6259.0,3094.0,3165.0,0.7,71.2,24.4,0.1,0.2,0.0,25.3
988,Fulton,NY,0.652,0.297,19563.0,0.693,0.288,20180.0,367.0,24.0,53955.0,26899.0,27056.0,2.8,93.2,1.8,0.2,0.7,0.0,16.0
989,Fulton,OH,0.648,0.289,20693.0,0.69,0.294,22299.0,647.0,16.0,42296.0,20912.0,21384.0,8.4,89.4,0.3,0.2,0.4,0.1,10.6
990,Fulton,PA,0.842,0.134,6743.0,0.855,0.136,7978.0,95.0,4.0,14631.0,7376.0,7255.0,1.2,96.3,1.5,0.3,0.1,0.0,11.5
991,Furnas,NE,0.827,0.131,2315.0,0.832,0.153,2601.0,112.0,3.0,4814.0,2356.0,2458.0,3.7,94.2,0.3,0.0,0.1,0.0,13.5
992,Gadsden,FL,0.304,0.679,22079.0,0.314,0.679,23800.0,3072.0,56.0,46113.0,21869.0,24244.0,10.0,32.6,55.3,0.1,0.5,0.1,24.4
993,Gage,NE,0.643,0.297,9854.0,0.673,0.306,11068.0,600.0,5.0,21632.0,10816.0,10816.0,2.3,95.0,0.6,0.4,0.6,0.2,9.1
994,Gaines,TX,0.848,0.13,4609.0,0.893,0.096,5960.0,581.0,12.0,19889.0,10082.0,9807.0,40.6,56.3,2.3,0.1,0.5,0.0,11.0
995,Galax city,VA,0.678,0.288,2363.0,0.698,0.295,2633.0,,,6788.0,3304.0,3484.0,14.7,76.4,7.2,0.1,0.1,0.0,21.2
996,Gallatin,IL,0.722,0.244,2691.0,0.755,0.232,2673.0,117.0,2.0,5226.0,2475.0,2751.0,1.1,95.8,0.3,0.5,0.3,0.0,16.6
997,Gallatin,KY,0.732,0.224,3337.0,0.768,0.214,3849.0,131.0,8.0,8652.0,4420.0,4232.0,5.2,91.3,1.5,0.0,0.1,0.0,13.4
998,Gallatin,MT,0.446,0.456,52335.0,0.443,0.518,71363.0,3550.0,8.0,100733.0,52057.0,48676.0,3.3,92.3,0.3,0.9,1.3,0.0,13.0
999,Gallia,OH,0.76,0.204,12588.0,0.77,0.218,13358.0,334.0,13.0,30203.0,14814.0,15389.0,1.3,93.6,2.8,0.5,0.7,0.1,20.9
1000,Galveston,TX,0.593,0.367,123994.0,0.607,0.379,153843.0,12703.0,169.0,321184.0,158564.0,162620.0,23.9,58.0,12.5,0.3,3.3,0.0,13.9
1001,Garden,NE,0.817,0.144,1063.0,0.85,0.135,1195.0,48.0,0.0,1913.0,960.0,953.0,3.9,94.2,0.2,0.2,0.9,0.0,11.7
1002,Garfield,CO,0.496,0.426,26328.0,0.477,0.499,30216.0,1239.0,5.0,57945.0,29334.0,28611.0,28.1,68.6,0.4,0.5,0.8,0.0,9.6
1003,Garfield,MT,0.912,0.047,716.0,0.94,0.05,813.0,30.0,0.0,1086.0,560.0,526.0,0.2,99.8,0.0,0.0,0.0,0.0,5.1
1004,Garfield,NE,0.846,0.125,968.0,0.867,0.125,1067.0,35.0,0.0,1958.0,970.0,988.0,2.1,96.6,0.2,0.0,0.3,0.0,7.2
1005,Garfield,OK,0.738,0.202,21692.0,0.757,0.219,22430.0,2543.0,28.0,62421.0,30927.0,31494.0,11.6,75.8,3.0,1.8,0.8,2.8,13.6
1006,Garfield,UT,0.687,0.153,2294.0,0.789,0.188,2722.0,0.0,0.0,5020.0,2633.0,2387.0,5.6,89.5,0.0,2.7,0.2,0.5,13.1
1007,Garfield,WA,0.683,0.224,1232.0,0.722,0.246,1470.0,26.0,0.0,2226.0,1118.0,1108.0,2.4,91.8,0.0,0.2,1.8,0.0,11.7
1008,Garland,AR,0.64,0.302,40734.0,0.658,0.318,44193.0,2645.0,70.0,97994.0,47269.0,50725.0,5.4,82.6,8.1,0.7,0.5,0.0,19.1
1009,Garrard,KY,0.775,0.191,7619.0,0.776,0.21,8703.0,370.0,4.0,17226.0,8442.0,8784.0,2.2,94.3,0.9,0.2,0.1,0.0,18.2
1010,Garrett,MD,0.79,0.175,12905.0,0.775,0.206,15045.0,150.0,1.0,29516.0,14618.0,14898.0,1.1,96.6,0.6,0.1,0.4,0.0,11.4
1011,Garvin,OK,0.783,0.176,10531.0,0.813,0.171,10922.0,774.0,6.0,27751.0,13765.0,13986.0,8.2,76.4,2.3,5.4,0.5,0.0,17.1
1012,Garza,TX,0.829,0.152,1475.0,0.855,0.14,1651.0,123.0,8.0,6739.0,4369.0,2370.0,54.0,40.5,4.5,0.1,0.6,0.0,13.5
1013,Gasconade,MO,0.762,0.204,7444.0,0.784,0.202,7934.0,289.0,24.0,14769.0,7371.0,7398.0,1.3,96.2,0.6,0.4,0.2,0.0,12.0
1014,Gaston,NC,0.648,0.327,94872.0,0.634,0.354,113791.0,7863.0,135.0,214049.0,103191.0,110858.0,6.6,73.6,15.5,0.4,1.5,0.0,16.5
1015,Gates,NC,0.535,0.445,5328.0,0.564,0.427,5944.0,169.0,3.0,11601.0,5662.0,5939.0,0.7,62.5,32.9,0.9,0.4,0.0,12.4
1016,Geary,KS,0.577,0.36,7129.0,0.558,0.411,9311.0,394.0,4.0,35796.0,19025.0,16771.0,15.6,57.2,16.8,0.7,3.1,0.8,14.9
1017,Geauga,OH,0.607,0.352,48736.0,0.606,0.379,55381.0,991.0,50.0,93895.0,46220.0,47675.0,1.4,95.8,1.2,0.1,0.6,0.0,6.5
1018,Gem,ID,0.752,0.155,7952.0,0.798,0.181,9958.0,452.0,6.0,16850.0,8331.0,8519.0,8.3,88.0,0.0,0.9,0.7,0.0,20.7
1019,Genesee,MI,0.429,0.524,196135.0,0.445,0.539,222969.0,7352.0,343.0,410881.0,198115.0,212766.0,3.3,72.5,19.8,0.4,1.0,0.0,20.0
1020,Genesee,NY,0.653,0.284,24463.0,0.693,0.282,25004.0,411.0,5.0,58537.0,29199.0,29338.0,3.1,90.7,2.4,0.9,0.7,0.0,12.8
1021,Geneva,AL,0.855,0.131,11659.0,0.865,0.127,12538.0,975.0,7.0,26572.0,13008.0,13564.0,3.8,84.0,9.2,0.6,0.4,0.0,22.5
1022,Gentry,MO,0.76,0.199,3033.0,0.797,0.189,3239.0,201.0,10.0,6688.0,3225.0,3463.0,0.3,96.4,0.9,0.7,0.4,0.1,18.1
1023,George,MS,0.88,0.103,9831.0,0.878,0.11,10940.0,1037.0,20.0,23545.0,11894.0,11651.0,2.7,87.4,7.7,0.5,0.9,0.0,14.7
1024,Georgetown,SC,0.55,0.42,31519.0,0.559,0.431,36668.0,2403.0,56.0,61065.0,28957.0,32108.0,3.0,63.3,31.3,0.1,0.4,0.0,18.7
1025,Gibson,IN,0.716,0.24,15472.0,0.731,0.249,16165.0,1038.0,12.0,33596.0,16841.0,16755.0,1.5,94.2,2.0,0.1,0.3,0.0,10.7
1026,Gibson,TN,0.707,0.27,19484.0,0.727,0.258,22336.0,2244.0,48.0,49222.0,23447.0,25775.0,2.6,76.8,17.7,0.4,0.3,0.1,17.1
1027,Gila,AZ,0.639,0.315,21398.0,0.664,0.323,27662.0,1989.0,72.0,53145.0,26284.0,26861.0,18.6,62.8,0.4,15.6,0.9,0.0,21.9
1028,Gilchrist,FL,0.801,0.173,8418.0,0.814,0.175,9702.0,614.0,18.0,17191.0,8983.0,8208.0,5.5,87.2,5.8,0.1,0.1,0.0,19.8
1029,Giles,TN,0.716,0.262,11120.0,0.741,0.25,13202.0,1027.0,38.0,29024.0,14119.0,14905.0,2.0,84.8,9.8,0.0,0.6,0.0,15.9
1030,Giles,VA,0.724,0.238,8196.0,0.751,0.235,9157.0,146.0,0.0,16867.0,8273.0,8594.0,1.6,95.1,2.4,0.2,0.2,0.1,11.3
1031,Gillespie,TX,0.796,0.174,13123.0,0.79,0.2,15817.0,365.0,10.0,25939.0,12655.0,13284.0,22.5,75.6,0.1,0.0,0.1,0.0,12.4
1032,Gilliam,OR,0.674,0.236,937.0,0.708,0.275,1178.0,17.0,0.0,1910.0,962.0,948.0,8.1,86.0,0.0,5.2,0.0,0.7,9.9
1033,Gilmer,GA,0.823,0.154,12713.0,0.813,0.177,16525.0,1065.0,23.0,29614.0,14950.0,14664.0,11.5,85.5,0.6,0.1,0.5,0.0,18.8
1034,Gilmer,WV,0.747,0.212,2528.0,0.756,0.225,2662.0,65.0,0.0,8305.0,4912.0,3393.0,4.1,80.8,10.8,0.1,0.4,0.0,25.0
1035,Gilpin,CO,0.438,0.457,3574.0,0.438,0.531,4143.0,30.0,0.0,5793.0,3108.0,2685.0,9.2,86.2,0.6,1.3,0.3,0.0,5.6
1036,Glacier,MT,0.32,0.616,4991.0,0.334,0.64,5630.0,1003.0,16.0,13677.0,6888.0,6789.0,2.8,31.1,0.3,64.1,0.3,0.1,33.1
1037,Glades,FL,0.688,0.292,4355.0,0.727,0.266,5201.0,610.0,6.0,13197.0,7479.0,5718.0,20.8,60.7,12.9,3.8,0.4,0.0,18.0
1038,Gladwin,MI,0.651,0.304,12472.0,0.677,0.31,14603.0,240.0,2.0,25324.0,12719.0,12605.0,1.5,96.2,0.4,0.5,0.5,0.0,20.2
1039,Glascock,GA,0.888,0.099,1390.0,0.896,0.099,1566.0,52.0,2.0,3027.0,1464.0,1563.0,1.6,87.4,8.8,0.8,0.0,0.0,11.5
1040,Glasscock,TX,0.919,0.056,602.0,0.936,0.06,653.0,13.0,0.0,1420.0,792.0,628.0,40.6,59.4,0.0,0.0,0.0,0.0,11.6
1041,Glenn,CA,0.626,0.325,5440.0,0.629,0.35,10890.0,685.0,3.0,27935.0,14213.0,13722.0,40.8,52.5,0.8,1.7,2.6,0.3,19.6
1042,Gloucester,NJ,0.484,0.479,138388.0,0.48,0.5,168093.0,5679.0,250.0,291372.0,141589.0,149783.0,5.8,79.1,9.9,0.0,3.0,0.0,7.9
1043,Gloucester,VA,0.67,0.277,19524.0,0.669,0.313,22228.0,357.0,3.0,37035.0,18278.0,18757.0,3.3,85.1,8.2,0.2,0.5,0.0,8.7
1044,Glynn,GA,0.631,0.345,34041.0,0.61,0.378,41984.0,3792.0,104.0,83467.0,39362.0,44105.0,6.7,63.8,25.7,0.4,1.3,0.0,19.2
1045,Gogebic,MI,0.55,0.4,7313.0,0.556,0.432,8279.0,462.0,11.0,15577.0,8445.0,7132.0,1.3,89.6,4.2,2.7,0.3,0.1,20.4
1046,Golden Valley,MT,0.775,0.151,471.0,0.823,0.155,503.0,16.0,0.0,747.0,373.0,374.0,8.7,85.7,0.0,0.0,0.0,0.0,18.2
1047,Golden Valley,ND,0.842,0.105,942.0,0.849,0.134,1026.0,121.0,0.0,1892.0,930.0,962.0,1.7,93.9,0.0,0.7,0.0,0.0,9.4
1048,Goliad,TX,0.705,0.262,3713.0,0.775,0.219,3978.0,166.0,6.0,7510.0,3778.0,3732.0,35.6,58.6,5.3,0.0,0.2,0.0,16.4
1049,Gonzales,TX,0.727,0.249,6304.0,0.739,0.251,7534.0,1133.0,20.0,20558.0,10400.0,10158.0,50.1,42.3,6.7,0.1,0.2,0.0,17.2
1050,Goochland,VA,0.601,0.351,13930.0,0.59,0.396,16893.0,340.0,7.0,22148.0,10897.0,11251.0,2.6,77.6,16.4,0.2,1.2,0.0,5.3
1051,Goodhue,MN,0.55,0.37,25538.0,0.562,0.413,28566.0,734.0,11.0,46138.0,23014.0,23124.0,3.2,92.4,1.0,1.0,0.5,0.0,10.8
1052,Gooding,ID,0.721,0.179,5191.0,0.77,0.208,6050.0,636.0,9.0,15110.0,7737.0,7373.0,28.8,68.1,0.1,1.1,0.5,0.2,15.9
1053,Gordon,GA,0.805,0.168,18850.0,0.807,0.182,24033.0,2455.0,47.0,56424.0,27913.0,28511.0,15.4,78.0,3.9,0.0,1.1,0.0,18.8
1054,Goshen,WY,0.774,0.162,5708.0,0.782,0.193,6241.0,184.0,3.0,13479.0,6967.0,6512.0,10.6,86.2,0.1,0.9,0.4,0.0,13.2
1055,Gosper,NE,0.792,0.165,1000.0,0.799,0.192,1118.0,62.0,0.0,2019.0,988.0,1031.0,2.0,96.2,0.0,0.0,0.6,0.0,5.7
1056,Gove,KS,0.849,0.112,1328.0,0.876,0.114,1433.0,185.0,12.0,2632.0,1330.0,1302.0,2.7,94.6,0.1,0.9,0.8,0.0,9.0
1057,Grady,GA,0.658,0.327,9187.0,0.657,0.338,10707.0,871.0,25.0,25048.0,12247.0,12801.0,11.1,58.3,28.2,0.5,0.5,0.3,25.4
1058,Grady,OK,0.777,0.174,22257.0,0.802,0.179,23101.0,1692.0,16.0,54351.0,27146.0,27205.0,5.5,82.0,2.1,4.9,0.4,0.0,12.4
1059,Grafton,NH,0.379,0.569,50112.0,0.54,0.44,784.0,255.0,1.0,89280.0,43952.0,45328.0,2.2,91.2,1.0,0.4,3.4,0.1,10.9
1060,Graham,AZ,0.672,0.276,11939.0,0.717,0.269,14993.0,1281.0,29.0,37700.0,20233.0,17467.0,32.5,51.2,1.8,12.6,0.7,0.2,21.4
1061,Graham,KS,0.801,0.146,1265.0,0.808,0.171,1302.0,57.0,1.0,2561.0,1270.0,1291.0,3.2,88.8,4.1,0.1,0.7,0.0,12.3
1062,Graham,NC,0.796,0.186,4094.0,0.795,0.195,4619.0,252.0,8.0,8607.0,4212.0,4395.0,1.1,87.4,0.2,10.6,0.0,0.0,19.0
1063,Grainger,TN,0.829,0.145,7985.0,0.846,0.145,10123.0,649.0,4.0,22942.0,11383.0,11559.0,3.0,94.9,0.4,0.3,0.3,0.0,18.7
1064,Grand,CO,0.525,0.39,8513.0,0.495,0.477,9804.0,159.0,1.0,14793.0,7997.0,6796.0,8.1,86.9,0.4,0.0,1.9,0.7,13.1
1065,Grand,UT,0.435,0.434,4427.0,0.431,0.544,5027.0,0.0,0.0,9544.0,4823.0,4721.0,10.0,88.1,0.2,1.1,0.4,0.0,12.7
1066,Grand Forks,ND,0.549,0.364,29711.0,0.548,0.416,30970.0,4624.0,22.0,70130.0,36438.0,33692.0,4.0,85.0,3.4,2.5,2.6,0.1,17.0
1067,Grand Isle,VT,0.394,0.554,3778.0,0.379,0.586,1419.0,17.0,0.0,6950.0,3432.0,3518.0,1.8,93.2,0.2,0.7,0.5,0.0,7.5
1068,Grand Traverse,MI,0.533,0.407,51460.0,0.506,0.476,60226.0,874.0,14.0,91222.0,44860.0,46362.0,2.7,92.6,1.1,0.9,0.6,0.1,9.7
1069,Granite,MT,0.671,0.266,1765.0,0.675,0.304,2102.0,71.0,0.0,3206.0,1622.0,1584.0,2.2,94.6,0.1,0.4,0.1,0.0,9.9
1070,Grant,AR,0.747,0.204,6908.0,0.829,0.155,8200.0,382.0,4.0,18076.0,8829.0,9247.0,2.5,93.0,2.9,0.2,0.0,0.0,14.4
1071,Grant,IN,0.674,0.278,25239.0,0.681,0.294,27230.0,1483.0,41.0,67615.0,32360.0,35255.0,4.1,85.3,7.1,0.2,0.9,0.0,19.1
1072,Grant,KS,0.759,0.185,2311.0,0.779,0.203,2452.0,470.0,8.0,7716.0,4066.0,3650.0,46.8,51.8,0.0,0.3,0.0,0.0,10.0
1073,Grant,KY,0.761,0.2,9556.0,0.786,0.199,11106.0,288.0,6.0,24800.0,12266.0,12534.0,2.7,93.9,0.9,0.1,0.1,0.0,21.5
1074,Grant,MN,0.597,0.32,3453.0,0.622,0.356,3650.0,111.0,5.0,5923.0,2972.0,2951.0,2.1,95.6,0.2,0.2,0.1,0.0,10.6
1075,Grant,ND,0.807,0.137,1361.0,0.828,0.151,1367.0,84.0,4.0,2387.0,1188.0,1199.0,0.8,96.9,0.1,1.4,0.1,0.0,12.8
1076,Grant,NE,0.931,0.051,394.0,0.933,0.05,402.0,5.0,0.0,682.0,346.0,336.0,1.9,96.2,0.9,0.0,0.0,0.0,21.1
1077,Grant,NM,0.413,0.49,12713.0,0.454,0.526,14435.0,206.0,4.0,28382.0,13940.0,14442.0,50.0,46.5,0.7,1.5,0.1,0.0,22.0
1078,Grant,OK,0.83,0.13,2200.0,0.861,0.126,2226.0,114.0,2.0,4458.0,2265.0,2193.0,4.6,88.9,0.2,0.4,0.1,0.1,9.6
1079,Grant,OR,0.764,0.175,4171.0,0.772,0.202,4593.0,14.0,0.0,7209.0,3647.0,3562.0,3.6,91.8,0.4,1.0,0.4,0.0,13.7
1080,Grant,SD,0.668,0.272,3562.0,0.699,0.282,3745.0,326.0,2.0,7133.0,3652.0,3481.0,1.8,93.9,0.0,3.4,0.1,0.0,7.6
1081,Grant,WA,0.656,0.273,27144.0,0.663,0.314,36878.0,3382.0,28.0,93420.0,47166.0,46254.0,40.7,54.9,0.7,1.0,1.0,0.1,15.9
1082,Grant,WI,0.513,0.418,24051.0,0.552,0.429,25608.0,2043.0,36.0,51742.0,26915.0,24827.0,1.5,95.3,1.3,0.2,0.8,0.0,15.3
1083,Grant,WV,0.877,0.103,4945.0,0.884,0.11,5509.0,199.0,8.0,11673.0,5844.0,5829.0,1.0,96.8,1.6,0.0,0.0,0.0,12.7
1084,Grant,LA,0.84,0.134,8819.0,0.864,0.123,9392.0,545.0,30.0,22305.0,12669.0,9636.0,4.9,76.6,15.2,1.3,0.2,0.0,20.2
1085,Granville,NC,0.501,0.476,26920.0,0.527,0.461,31605.0,2069.0,50.0,58503.0,29686.0,28817.0,7.6,58.2,30.6,0.5,0.4,0.0,14.3
1086,Gratiot,MI,0.601,0.345,16442.0,0.632,0.35,19148.0,594.0,17.0,41319.0,21937.0,19382.0,5.8,86.5,5.6,0.2,0.3,0.0,20.5
1087,Graves,KY,0.764,0.199,16592.0,0.776,0.209,17018.0,948.0,30.0,37259.0,18276.0,18983.0,6.1,87.1,4.5,0.2,0.5,0.2,19.2
1088,Gray,KS,0.821,0.128,2011.0,0.835,0.15,2240.0,211.0,2.0,6004.0,3004.0,3000.0,15.0,84.3,0.0,0.0,0.0,0.2,8.5
1089,Gray,TX,0.882,0.095,7360.0,0.88,0.106,7745.0,516.0,10.0,22962.0,12143.0,10819.0,27.9,64.5,4.3,0.9,0.7,0.1,14.9
1090,Grays Harbor,WA,0.497,0.429,23783.0,0.519,0.455,36551.0,726.0,11.0,71454.0,36786.0,34668.0,9.8,79.9,1.0,4.1,1.6,0.3,16.0
1091,Grayson,KY,0.777,0.185,10572.0,0.789,0.2,11983.0,560.0,16.0,26129.0,13079.0,13050.0,1.3,95.3,1.3,0.4,0.2,0.0,25.7
1092,Grayson,TX,0.749,0.218,47068.0,0.745,0.242,58760.0,2752.0,75.0,126146.0,61556.0,64590.0,12.7,76.4,5.5,1.3,1.3,0.0,14.3
1093,Grayson,VA,0.771,0.194,7258.0,0.804,0.189,8120.0,395.0,19.0,15708.0,7875.0,7833.0,3.1,90.8,3.8,0.3,0.2,0.0,20.2
1094,Greeley,KS,0.818,0.13,639.0,0.854,0.122,629.0,34.0,0.0,1210.0,584.0,626.0,22.1,74.8,0.8,0.7,0.2,0.0,11.5
1095,Greeley,NE,0.782,0.18,1165.0,0.808,0.182,1258.0,48.0,0.0,2436.0,1203.0,1233.0,2.0,96.2,0.6,0.0,0.4,0.0,9.8
1096,Green,KY,0.82,0.156,5333.0,0.832,0.158,5812.0,344.0,8.0,11044.0,5356.0,5688.0,0.6,94.4,3.1,0.0,0.3,0.0,19.0
1097,Green,WI,0.463,0.485,18791.0,0.475,0.507,21406.0,1058.0,6.0,36869.0,18265.0,18604.0,3.0,94.5,0.4,0.1,0.7,0.0,8.9
1098,Green Lake,WI,0.667,0.29,9315.0,0.672,0.313,10671.0,815.0,4.0,18745.0,9405.0,9340.0,4.6,92.9,0.6,0.3,0.3,0.0,11.4
1099,Greenbrier,WV,0.679,0.268,13984.0,0.689,0.294,15850.0,217.0,4.0,35523.0,17349.0,18174.0,1.7,92.7,2.6,0.0,0.2,0.0,17.8
1100,Greene,AL,0.172,0.824,4862.0,0.183,0.813,4771.0,351.0,17.0,8533.0,4058.0,4475.0,1.2,17.1,80.3,0.6,0.0,0.0,38.8
1101,Greene,AR,0.735,0.21,14560.0,0.787,0.19,16066.0,1666.0,20.0,44197.0,21806.0,22391.0,2.7,93.9,1.0,0.3,0.3,0.1,15.9
1102,Greene,GA,0.621,0.362,8831.0,0.628,0.363,11247.0,584.0,25.0,16732.0,8142.0,8590.0,6.1,56.4,35.8,0.1,1.0,0.0,21.9
1103,Greene,IA,0.592,0.354,4762.0,0.637,0.35,5054.0,209.0,0.0,9046.0,4409.0,4637.0,2.7,95.1,0.1,0.1,1.3,0.0,10.0
1104,Greene,IL,0.747,0.217,5542.0,0.766,0.217,6224.0,342.0,17.0,13311.0,6682.0,6629.0,0.4,96.7,1.3,0.2,0.2,0.0,17.9
1105,Greene,IN,0.747,0.213,13763.0,0.751,0.229,14782.0,636.0,40.0,32431.0,16040.0,16391.0,1.3,96.8,0.2,0.0,0.4,0.0,12.9
1106,Greene,MO,0.606,0.332,127609.0,0.589,0.386,138074.0,9668.0,140.0,286759.0,139733.0,147026.0,3.5,88.2,3.2,0.4,1.9,0.1,18.5
1107,Greene,MS,0.809,0.18,5325.0,0.825,0.166,5748.0,488.0,18.0,13801.0,8077.0,5724.0,1.1,72.1,25.6,0.2,0.0,0.0,15.1
1108,Greene,NC,0.544,0.446,8013.0,0.557,0.438,8715.0,973.0,13.0,21059.0,11380.0,9679.0,14.9,46.9,35.4,0.4,0.1,0.0,25.8
1109,Greene,NY,0.612,0.338,18869.0,0.609,0.368,20882.0,516.0,18.0,47791.0,24875.0,22916.0,5.5,85.6,6.0,0.3,1.1,0.0,12.4
1110,Greene,OH,0.597,0.352,79633.0,0.588,0.393,86616.0,2828.0,42.0,164825.0,81014.0,83811.0,2.7,84.2,6.8,0.1,3.0,0.0,12.3
1111,Greene,PA,0.695,0.278,14955.0,0.712,0.278,17635.0,268.0,1.0,37338.0,19397.0,17941.0,1.5,93.6,3.1,0.1,0.4,0.0,14.8
1112,Greene,TN,0.789,0.179,23491.0,0.791,0.185,28057.0,1973.0,55.0,68520.0,33482.0,35038.0,2.7,93.3,2.2,0.3,0.4,0.0,17.2
1113,Greene,VA,0.625,0.308,9503.0,0.609,0.369,11270.0,298.0,3.0,19213.0,9387.0,9826.0,5.7,83.3,5.9,0.2,1.3,0.0,9.4
1114,Greenlee,AZ,0.583,0.337,3243.0,0.66,0.321,3685.0,104.0,1.0,9368.0,4997.0,4371.0,46.4,47.6,2.0,3.6,0.4,0.0,11.5
1115,Greensville,VA,0.398,0.586,4363.0,0.419,0.575,4565.0,909.0,15.0,11606.0,7238.0,4368.0,3.9,37.1,57.5,0.1,0.1,0.0,17.0
1116,Greenup,KY,0.71,0.255,16273.0,0.719,0.268,18176.0,679.0,12.0,36012.0,17533.0,18479.0,1.0,96.3,0.8,0.1,0.4,0.0,16.5
1117,Greenville,SC,0.594,0.347,211572.0,0.581,0.399,258155.0,18207.0,353.0,490332.0,238009.0,252323.0,8.8,69.0,18.0,0.2,2.2,0.1,13.5
1118,Greenwood,KS,0.763,0.172,2811.0,0.793,0.185,3030.0,108.0,0.0,6227.0,3121.0,3106.0,3.7,92.4,0.2,0.2,0.0,0.0,12.4
1119,Greenwood,SC,0.59,0.372,28600.0,0.607,0.379,32006.0,2604.0,76.0,69981.0,32489.0,37492.0,5.8,60.1,31.2,0.0,0.9,0.0,24.2
1120,Greer,OK,0.782,0.17,1896.0,0.813,0.166,1973.0,159.0,8.0,6018.0,3463.0,2555.0,11.0,75.4,8.4,2.6,0.0,0.0,19.2
1121,Gregg,TX,0.694,0.281,41365.0,0.678,0.307,47700.0,2612.0,87.0,123402.0,60366.0,63036.0,18.2,58.3,20.1,0.3,1.4,0.1,17.6
1122,Gregory,SD,0.765,0.187,2091.0,0.784,0.202,2258.0,254.0,10.0,4209.0,2156.0,2053.0,1.5,88.4,0.0,7.0,0.5,0.0,15.3
1123,Grenada,MS,0.569,0.42,10442.0,0.624,0.366,7838.0,1245.0,41.0,21379.0,10097.0,11282.0,0.4,55.1,43.2,0.3,0.0,0.0,24.2
1124,Griggs,ND,0.679,0.239,1247.0,0.726,0.246,1250.0,110.0,1.0,2276.0,1153.0,1123.0,0.3,96.2,1.4,0.9,0.0,0.0,8.0
1125,Grimes,TX,0.741,0.23,9528.0,0.76,0.228,12398.0,1193.0,36.0,27358.0,15070.0,12288.0,23.6,58.7,15.6,0.3,0.1,0.0,18.6
1126,Grundy,IA,0.667,0.273,6766.0,0.679,0.304,7260.0,375.0,6.0,12354.0,6117.0,6237.0,1.2,97.1,0.7,0.0,0.3,0.0,5.8
1127,Grundy,IL,0.586,0.35,22891.0,0.62,0.358,26400.0,1125.0,7.0,50333.0,25154.0,25179.0,9.4,87.1,1.3,0.0,0.7,0.0,9.4
1128,Grundy,MO,0.785,0.177,4413.0,0.808,0.18,4437.0,284.0,11.0,10111.0,4937.0,5174.0,2.1,94.6,0.3,1.0,0.3,0.1,20.5
1129,Grundy,TN,0.763,0.21,4750.0,0.82,0.169,5844.0,605.0,13.0,13359.0,6575.0,6784.0,1.2,81.2,0.5,0.1,0.2,0.1,28.5
1130,Guadalupe,NM,0.326,0.53,1814.0,0.419,0.564,2179.0,46.0,1.0,4426.0,2645.0,1781.0,82.1,15.1,1.3,1.3,0.0,0.0,13.0
1131,Guadalupe,TX,0.638,0.32,57220.0,0.613,0.371,77382.0,3903.0,81.0,150889.0,74611.0,76278.0,37.3,51.4,7.1,0.2,1.7,0.0,10.6
1132,Guernsey,OH,0.691,0.265,16156.0,0.734,0.253,17806.0,439.0,8.0,39414.0,19544.0,19870.0,1.1,94.8,1.2,0.2,0.3,0.0,20.2
1133,Guilford,NC,0.387,0.587,252087.0,0.378,0.61,281201.0,11962.0,210.0,517197.0,245216.0,271981.0,7.7,51.4,33.3,0.4,4.8,0.0,16.7
1134,Gulf,FL,0.731,0.236,7279.0,0.748,0.243,8172.0,956.0,15.0,16018.0,9595.0,6423.0,4.8,74.5,16.8,0.5,0.6,0.2,14.9
1135,Gunnison,CO,0.349,0.545,9299.0,0.331,0.641,10887.0,322.0,7.0,16215.0,8795.0,7420.0,9.1,87.4,0.3,0.8,0.5,0.1,14.1
1136,Guthrie,IA,0.637,0.304,5654.0,0.671,0.312,6369.0,427.0,15.0,10664.0,5321.0,5343.0,2.4,95.6,0.3,0.3,0.3,0.0,10.1
1137,Gwinnett,GA,0.452,0.51,323931.0,0.402,0.584,413865.0,31218.0,450.0,889954.0,435401.0,454553.0,20.7,39.3,25.9,0.2,11.2,0.0,12.1
1138,Haakon,SD,0.897,0.074,1044.0,0.902,0.092,1137.0,104.0,2.0,2084.0,1047.0,1037.0,0.5,88.7,0.0,7.7,0.0,0.0,17.2
