Florida,FL,Sumter,0.7,0.3,75368,0.68,0.32,92102
Florida,FL,Suwannee,0.78,0.22,18251,0.79,0.21,20895
Florida,FL,Taylor,0.76,0.24,9082,0.77,0.23,10050
Florida,FL,Union,0.82,0.18,5582,0.83,0.17,6186
Florida,FL,Volusia,0.57,0.43,252098,0.57,0.43,304396
Florida,FL,Wakulla,0.71,0.29,14860,0.71,0.29,18225
Florida,FL,Walton,0.79,0.21,32632,0.76,0.24,43285
Florida,FL,Washington,0.79,0.21,10901,0.81,0.19,12223
Georgia,GA,Appling,0.79,0.21,6928,0.79,0.21,8305
Georgia,GA,Atkinson,0.73,0.27,2575,0.74,0.26,3125
Georgia,GA,Bacon,0.85,0.15,3972,0.87,0.13,4643
Georgia,GA,Baker,0.54,0.46,1425,0.58,0.42,1549
Georgia,GA,Baldwin,0.49,0.51,15667,0.49,0.51,18043
